;Experimento;Model;Features;Macro Precisão;Macro Revocação;Macro F1-Measure;Micro Precisão;Micro Revocação;Micro F1-Measure;Tempo
0;TRT13_2G_JT_REDUZIDO_TFIDF_CorpusCompleto_CV5;Multinomial Naive Bayes;TFIDF;0.29380286634026337;0.16246007019618225;0.18021494894696868;0.3394940224606079;0.3485458192302871;0.309692147928894;0:00:22.959230
1;TRT13_2G_JT_REDUZIDO_TFIDF_CorpusCompleto_CV5;Random Forest;TFIDF;0.3012238669330926;0.1687303356614789;0.2030153580434262;0.30660804768632727;0.3037232042121098;0.28659734796976577;0:16:05.881660
