"cd_assunto_nivel_1","cd_assunto_nivel_2","cd_assunto_nivel_3","cd_assunto_nivel_4","cd_assunto_nivel_5"
"9985","10370","10377",,
"9985","10370","10378",,
"9985","10370","10379",,
"9985","10370","10380",,
"9985","10370","10381",,
"9985","10370","10382",,
"9985","10370","10383",,
"9985","10370","10384",,
"9985","10385",,,
"9985","10385","10386",,
"9985","10385","10387",,
"9985","10385","10388",,
"9985","10385","10389",,
"9985","10385","10390",,
"9985","10385","10391",,
"9985","10385","10392",,
"9985","10385","10393",,
"9985","10394",,,
"9985","10394","10395",,
"9985","10394","10395","10396",
"9985","10394","10395","10399",
"9985","10394","10395","10400",
"9985","10394","10402",,
"9985","10409",,,
"9985","10409","10410",,
"9985","10409","10411",,
"9985","10421",,,
"9985","10421","10422",,
"9985","10421","10423",,
"9985","10421","10424",,
"9985","10421","10425",,
"9985","10421","10426",,
"9985","10421","10427",,
"9985","10421","10428",,
"9985","10421","10429",,
"9985","10421","10430",,
"9985","10645",,,
"9985","10645","10646",,
"9985","10645","10889",,
"9985","10954",,,
"9985","10954","10955",,
"9985","10954","10956",,
"9985","10954","10957",,
"9985","10954","10958",,
"9985","9986",,,
"9985","9986","10587",,
"9985","9986","11842",,
"9985","9986","11843",,
"9985","9986","11845",,
"9985","9986","11846",,
"9985","9986","11847",,
"9985","9986","11848",,
"9985","9986","11849",,
"9985","9986","9988",,
"9985","9997",,,
"9985","9997","10009",,
"9985","9997","10011",,
"9985","9997","10011","10012",
"9985","9997","10011","10013",
"9985","9997","10011","10014",
"9985","9997","10015",,
"9985","9997","10015","10019",
"9985","9997","10015","10928",
"9985","9997","10015","55313",
"9985","9997","10020",,
"9985","9997","10022",,
"9985","9997","10022","10023",
"9985","9997","10022","10024",
"9985","9997","10022","10025",
"9985","9997","10894",,
"9985","9997","9998",,
"9985","9997","9998","10006",
